PROCESSOS - CONSELHO DE TRANSFORMAÇÃO DIGITAL,,,,,,,,,"R$ 1.030.247.955,41",,,,,,"R$ 428.862.865,16",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVIDêNCIAS,ID,DATA RECEB CTD,PROCESSO,ÓRGÃO,OBJETO,CATEGORIAS DA DEMANDA,SUB-CATEGORIA PRINCIPAL,MODALIDADE DE CONTRATAÇÃO,VALOR SOLICITADO,RESPONSÁVEL FICHA TÉCNICA,STATUS DA FICHA (TÉCNICOS),CATEGORIA VALOR,REUNIÃO CTD,STATUS DELIBERAÇÃO CONSELHO ou COMITÊ,VALOR APROVADO,TEM NO DOE?,VALOR CONTRATADO,DATA CONTRATAÇÃO,FORMA DE EXECUÇÃO,VIGÊNCIA DA CONTRATAÇÃO,COMPROMISSO DE GOVERNO ,MARCO TEMPORAL,OBSERVAÇÃO GOVERNADOR,OBSERVAÇÕES  SIA,Coluna 1,Coluna 2,RENOVAÇÃO,CONTRATO,VALOR MENSAL PAGO,PLANO ESTRATÉGICO,SISTEMA (TIPO),INFRAESTRUTURA E EQUIPAMENTOS (TIPO),CONSULTORIA / OUTROS SERVIÇOS de TIC,CONCLUSÃO TÉCNICA DA FICHA,DESPACHO DECISÓRIO COMITÊ (ABAIXO DE 600MIL),DESPACHO AD REFEREDUM (ACIMA DE 600 MIL),OBSERVAÇÕES REUNIÃO,OBSERVAÇÕES,REUNIÃO - DATA,PONTO DE PAUTA NA REUNIÃO
,DCT132,11/09/2025,00031.000452/2025-91,JUCEPI,"Contratação de serviços técnicos especializados, por inexigibilidade de licitação, para manutenção, evolução e suporte de solução SaaS (SIGFácil), visando à continuidade e aprimoramento do sistema integrador da REDESIM no Piauí.",SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Contratação Direta (Inexigibilidade),"R$ 3.539.000,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-084,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT131,11/09/2025,00030.022393/2025-11,DETRAN,"Renovação do contrato nº 44/2022 – detran/pi. este contrato abrange serviços técnicos especializados de tecnologia da informação (ti) para desenvolvimento, manutenção, evolução de sistemas, treinamento, licença de uso de plataforma e equipamentos de ti sob demanda.",SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Não se aplica (Renovação),"R$ 2.160.000,00",SEAD,CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-005,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT133,15/09/2025,00027.007801/2025-64,SSP,"Contratação de solução completa de Data Lakehouse como Serviço (Data Lakehouse as a Service), de natureza contínua.",SISTEMA,Banco de Dados,Contratação Direta (Dispensa) - ETIPI,"R$ 2.060.013,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,#N/A,,ETIPI,24M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT134,23/09/2025,00012.045001/2025-19,SESAPI,"Aquisição de equipamentos de Tecnologia da Informação, compreendendo: Computadores Desktop, Notebooks, Tablets, Nobreaks, Impressoras de Etiquetas, Impressoras de Pulseiras e Leitores de Código de Barras, com o objetivo de atender às demandas do parque tecnológico da Secretaria de Estado da Saúde do Piauí – SESAPI, em especial das unidades hospitalares da capital",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,"Operação de Crédito (BID, BIRD, etc)","R$ 10.184.739,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,ÚNICA,CG-111,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT135,08/10/2025,00027.004395/2025-88,SSP,Contratação de equipamentos de Tecnologia da Informação (TI),INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Adesão à Ata de Registro de Preços,"R$ 3.333.300,00",EQUIPE (SIA),CONCLUÍDO,ACIMA 600 MIL,14/10/2025,APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,ÚNICA,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT136,10/10/2025,00089.020442/2024-25,UESPI,"Contratação, pelo período de 36 (trinta e seis) meses, de licenças temporárias para acesso on-line e off-line à plataforma de acervo digital da Minha Biblioteca LTDA., contendo aproximadamente 15.000 títulos de e-books de diversas editoras e selos editoriais, com acesso multiusuário e simultâneo",SISTEMA,Sistema Existente/ Licença,Contratação Direta (Inexigibilidade),"R$ 909.909,00",ETIPI,CONCLUÍDO,ACIMA 600 MIL,"PRÓXIMA (A CONFIRMAR), 14/10/2025",ACIMA DE 600 MIL - DETALHAR INFORMAÇÕES E REAPRESENTAR NO CONSELHO,,,,,Contratação de Pessoa Jurídica,36M,CG-007,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
Enviado para deliberação,DCT137,10/10/2025,00027.000223/2025-35,SSP,"equipamentos tecnológicos destinados à modernização da infraestrutura de comunicação da Secretaria de Segurança Pública do Estado do Piauí, visando a otimização da realização de reuniões, videoconferências e atividades administrativas. A medida busca ampliar a eficiência operacional, facilitar a integração entre unidades e promover uma gestão mais eficaz dos recursos públicos.",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Pregão Eletrônico,"R$ 63.000,00",EQUIPE (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,ÚNICA,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
Enviado para deliberação,DCT138,13/10/2025,00089.021702/2025-61,UESPI,"Aquisição de equipamentos de tecnologia da informação, mediante adesão à Ata de Registro de Preços nº 06/2025, oriunda do Pregão Eletrônico nº 90126/2024",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Adesão à Ata de Registro de Preços,"R$ 265.250,00",SEAD,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,ÚNICA,CG-007,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
AD REFERENDUM,DCT139,14/10/2025,00027.006071/2025-84,SSP,Contratação de gestão e manutenção de links de comunicação de dados para interligar 629 Pontos de Captura de Imagens (PCIs) e 2 Centros de Comando e Controle (CCOs) do Projeto de Videomonitoramento Urbano da Secretaria de Segurança Pública do Piauí (SSP/PI) em Teresina e Parnaíba. (ETIPI),INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Comunicação de dados,Contratação Direta (Dispensa) - ETIPI,"R$ 5.873.227,06",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,"PRÓXIMA (A CONFIRMAR), 14/10/2025",APROVADO,,,#N/A,,ETIPI,12M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
Falta aprovar no processo - aprovação parcial. Ver texto com Gratty e Andre ,DCT141,15/10/2025,00030.028544/2025-45,DETRAN,"Contratação de empresa especializada para a prestação de serviços de produção e personalização de Carteira Nacional de Habilitação - CNH e Permissão Internacional para Dirigir – PID e, coleta biométrica dos usuários do sistema RENACH",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Pregão Eletrônico,"R$ 32.737.099,00",SEAD,CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,,,Contratação de Pessoa Jurídica,12M,CG-005,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT143,16/10/2025,00010.007865/2025-44,SEGOV,"Contratação de equipe de desenvolvimento, implantação e suporte de um Sistema Web de Gestão de Processos da CGFR (SGP-CGFR) integrado ao SEI-PI para gestão automática de processos e geração de atas, pareceres e despachos.",SISTEMA,Novo Sistema / ETIPI,Contratação Direta (Dispensa) - ETIPI,"R$ 580.000,00",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,,,ETIPI,12M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
"Atualizar ficha, processo foi reenviado",DCT142,16/10/2025,00321.010108/2024-63,CBMEPI,"Contratação de empresa especializada na prestação de serviços de locação de impressoras multifuncionais, impressão outsourcing e cópias, com fornecimento de equipamentos, sistema de gerenciamento de impressões efetivamente realizadas, manutenção preventiva e corretiva dos equipamentos com substituição de peças, componentes, materiais utilizados na manutenção e fornecimento de insumos, exceto papel A4",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outsourcing de Impressão,Contratação Direta (Dispensa) - ETIPI,"R$ 147.600,00",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,,,ETIPI,12M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
AD REFERENDUM,DCT144,21/10/2025,00040.001203/2025-11,IASPI,"contratação dos serviços de desenvolvimento, implantação e evolução de nova solução tecnológica integrada e modular para a gestão da assistência à saúde do Instituto de Assistência à Saúde dos Servidores Públicos do Estado do Piauí – Iaspi, incluindo a manutenção, suporte técnico e operação dos sistemas legados",SISTEMA,Novo Sistema / ETIPI,Contratação Direta (Dispensa) - ETIPI,"R$ 10.552.316,44",SEAD,CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),APROVADO,,,#N/A,,ETIPI,12M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT145,21/10/2025,00030.004197/2024-84,DETRAN,"locação de impressoras e multifuncionais, por meio de uma solução de impressão departamental (outsourcing), incluindo a prestação de serviços de manutenção preventiva e corretiva, além do fornecimento de peças e suprimentos necessários (exceto papel) para atender as necessidades do Departamento Estadual de Trânsito do Piauí - DETRAN/PI.",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outsourcing de Impressão,Contratação Direta (Dispensa) - ETIPI,"R$ 855.360,00",ETIPI,EM ANDAMENTO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),APROVADO,,,,,ETIPI,12M,CG-005,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT146,28/10/2025,00012.034797/2025-76,SESAPI,"C, contemplando os módulos RIS (Radiology Information System), PACS (Picture Archiving and Communication System) e Anatomia Patológica, integrada ao sistema de gestão hospitalar MV Soul, com o objetivo de informatizar e otimizar os fluxos de diagnóstico por imagem e anatomopatológico nas unidades hospitalares da rede estadual do Piauí",SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Contratação Direta (Inexigibilidade),"R$ 1.044.396,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,,,Contratação de Pessoa Jurídica,12M,CG-111,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
AD REFERENDUM,DCT147,03/11/2025,00027.003964/2025-78,SSP,"Contratação de solução tecnológica integrada para o Instituto de Cidadania Digital Félix Pacheco (ICDFP), visando à execução de solução tecnológica integrada destinada ao aperfeiçoamento dos recursos de identificação civil e criminal, com o objetivo de modernizar, ampliar e garantir maior eficiência no processo de emissão da Carteira de Identidade Nacional (CIN), Identidades Funcionais (IF) e serviços correlatos, conforme especificações constantes neste Termo de Referência.",SISTEMA,Novo Sistema / ETIPI,Contratação Direta (Dispensa) - ETIPI,"R$ 37.685.200,00",EQUIPE (SIA),CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),APROVADO,,,,,Contratação de Pessoa Jurídica,12M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT148,04/11/2025,00010.005837/2025-92,SEGOV,Contratação de empresa para o fornecimento de link via satélite de baixa órbita (LEO),INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Comunicação de dados,Contratação Direta (Dispensa) - ETIPI,"R$ 720.000,00",ETIPI,CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,#N/A,,ETIPI,24M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT149,05/11/2025,00012.027842/2025-36,SESAPI,"Contratação de solução tecnológica integrada para consultas médicas, com licenciamento permanente da plataforma digital para o Estado do Piauí, visando fornecimento de plataforma digital para telemonitoramento de pacientes, além de suporte técnico remoto à plataforma e consultas, com o objetivo de detectar precocemente e disponibilizar tratamento eficaz para pacientes com suspeita ou diagnóstico de Câncer de Pulmão (CP) e Câncer Colorretal (CCR) para os Estabelecimentos Assistenciais de Saúde nos 12 Territórios do Estado do Piauí.",SISTEMA,Novo Sistema / Contratação de Pessoa Jurídica,Pregão Eletrônico,"R$ 26.076.000,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,36M,CG-111,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
AD REFERENDUM,DCT150,09/11/2025,00011.045557/2025-15,SEDUC,Contratação de empresa especializada na prestação de serviços de gerenciamento de computação em nuvem - USN e UST.,CONSULTORIA E SERVIÇOS DE TIC,Serviços / Nuvem,Adesão à Ata de Registro de Preços,"R$ 1.594.954,24",ETIPI,CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT151,13/11/2025,00017.001986/2025-12,SEPLAN,"Aquisição de um aparelho para fornecimento de internet via satélite e contratação de empresa especializada na prestação de serviços de telecomunicações, para o fornecimento de link de acesso à internet via satélite com uso de rede de satélites de baixa órbita (LEO), com plano viagem ilimitado, internet banda larga com velocidade mínima de 200 (duzentos) mbps, com instalação, suporte técnico, gerenciamento e manutenção, conforme condições e exigências estabelecidas:",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Comunicação de dados,Contratação Direta (Dispensa),"R$ 13.773,67",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT152,13/11/2025,00011.051576/2025-72,SEDUC,Contratação de licenças de uso do software Microsoft Power BI Versão Premium Per User.,SISTEMA,Sistema Existente/ Licença,Pregão Eletrônico,"R$ 8.056,44",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,ABAIXO DE 600MIL - FAZER PARECER TÉCNICO E SUBMETER À DECISÃO,,,#N/A,,Contratação de Pessoa Jurídica,12M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
"Devolvido para apresentação de justificativa dos itens, com eventual apresentação de redimencionamento",DCT153,18/11/2025,00003.006781/2025-82,PGE,"Aquisição de Infraestrutura de Tecnologia da Informação - TI, incluindo microcomputadores, equipamentos com foco em ambientes de virtualização, backup, armazenamento de dados em larga escala e suporte a serviços críticos internos, equipamentos de audiovisual e sistema de câmeras e controle de acessos para atender às necessidades da sede da Procuradoria-Geral do Estado do Piauí",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,"Operação de Crédito (BID, BIRD, etc)","R$ 2.970.048,28",SEAD,CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,ÚNICA,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT154,19/11/2025,00009.012024/2025-98,SEFAZ,"Aquisição de prestação de serviço de empresa para operação/manutenção de sistemas de equipamentos de raios x tipo scanner fixo de inspeção de caminhões, equipamento e software, balanças eletrônicas para veículos de carga e equipamentos de OCR.",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Contratação Direta (Inexigibilidade),"R$ 3.559.725,60",SEAD,CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,,,Contratação de Pessoa Jurídica,12M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT155,24/11/2025,00027.002293/2025-28,SSP,Aquisição de cameras biometricas destinados à emissão de Carteira de Identidade Neonatal,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,Contratação Direta (Dispensa),"R$ 58.845,00",EQUIPE (SIA),NÃO INICIADO,ABAIXO DE 600 MIL,NÃO SE APLICA,ABAIXO DE 600MIL - FAZER PARECER TÉCNICO E SUBMETER À DECISÃO,,,#N/A,,Contratação de Pessoa Jurídica,ÚNICA,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
AD REFERENDUM,DCT156,25/11/2025,00027.009122/2025-20,SSP,Contratação de empresa especializada no gerenciamento informatizado de fornecimento contínuo e ininterrupto de combustível.,CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outros Serviços Especializados,Adesão à Ata de Registro de Preços,"R$ 19.460.043,84",EQUIPE (SIA),CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),APROVADO,,,#N/A,,Contratação de Pessoa Jurídica,6M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT157,28/11/2025,00012.041831/2025-69,SESAPI,"Contratação de uma uma plataforma de Gestão Eletrônica de Documento (GED) especializada em gestão e digitalização de prontuários, que atenda às necessidades específicas da SESAPI.",SISTEMA,Novo Sistema / Contratação de Pessoa Jurídica,Contratação Direta (Dispensa) - ETIPI,"R$ 4.485.600,00",MÁRCIO (SIA),CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,,,ETIPI,12M,CG-111,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT158,10/12/2025,00019.023785/2025-56,SSP,"Aquisição de 05 (cinco) Unidades Forenses de Triagem e Análise de Dados de Mídias Digitais hardware e software (Plataforma Especialista F.U.R.I.A. Advanced), incluindo garantia e atualização tecnológica por 36 (trinta e seis) meses",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Outros Equipamentos,Contratação Direta (Inexigibilidade),"R$ 872.141,27",EQUIPE (SIA),CONCLUÍDO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,,,Contratação de Pessoa Jurídica,36M,CG-171,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT159,7/1/2026,00009.012406/2025-11,SEFAZ,"Contratação de empresa especializada em locação de impressoras multifuncionais através de solução de Impressão Departamental (Outsourcing de Impressão), incluindo a prestação de serviços de manutenção preventiva e corretiva, fornecimento de peças e suprimentos necessários, exceto papel, para atender as necessidades da Secretaria da Fazenda (Prédio-Sede, Gerências Regionais de Atendimento (capital e interior) e Postos Fiscais (capital e interior)",CONSULTORIA E SERVIÇOS DE TIC,Serviços / Outsourcing de Impressão,Pregão Eletrônico,"R$ 721.620,00",MÁRCIO (SIA),NÃO INICIADO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,,,Contratação de Pessoa Jurídica,60M,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT160,7/1/2026,00227.003455/2025-99,SEFAZ,"Aquisição de equipamentos de Tecnologia da Informação - TI, incluindo equipamentos eletroeletrônicos para sala de reuniões e videoconferência, destinados dar continuidade aos trabalhos de modernização, expansão e organização da infraestrutura de rede e do setor de Atendimento da Fundação Piauí Previdência.",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,"Operação de Crédito (BID, BIRD, etc)","R$ 87.770,32",SEAD,CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,,,Contratação de Pessoa Jurídica,ÚNICA,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCT161,8/1/2026,00011.067827/2025-31,SEDUC,"Contratação para fornecimento de equipamentos de informática por meio do Programa de Sustentabilidade Fiscal, Eficiência e Eficácia do Gasto Público do Estado do Piauí – Progestão Piauí.",INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Equipamentos de TIC,"Operação de Crédito (BID, BIRD, etc)","R$ 8.375.265,83",ETIPI,NÃO INICIADO,ACIMA 600 MIL,PRÓXIMA (A CONFIRMAR),AINDA NÃO SUBMETIDO,,,,,Contratação de Pessoa Jurídica,ÚNICA,CG-083,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
,DCTD4,,00002.003500/2024-69,SEAD,"CONTRATAÇÃO PARA ATENDER DEMANDAS DE DESENVOLVIMENTO, MANUTENÇÃO E SUSTENTAÇÃO DE SISTEMAS","SISTEMA, CONSULTORIA E SERVIÇOS DE TIC",Novo Sistema / Contratação de Pessoa Jurídica,Pregão Eletrônico,"R$ 5.226.060,00",NÃO SE APLICA,NÃO SE APLICA,ACIMA 600 MIL,ANTES COMITÊ,APROVADO,"R$ 5.226.060,00",,"R$ 5.225.957,27",06/03/2025,Contratação de Pessoa Jurídica,12M,CG-061,ANTES DO COMITÊ,,,,,,,,EIXO TRANSVERSAL 5,"Desenvolvimento (Novo Sistema), Desenvolvimento (Manutenção / Aperfeiçoamento ou Sustentação)",,Outros serviços técnicos especializados;,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,,,,
,DCTD5,,00024.004997/2023-01,SASC,AQUISIÇÃO DE FUNCIONALIDADES AO SISTEMA SASC INTEGRAÇÃO,SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Contratação Direta (Inexigibilidade),"R$ 4.155.040,00",NÃO SE APLICA,NÃO SE APLICA,ACIMA 600 MIL,ANTES COMITÊ,APROVADO,"R$ 4.155.040,00",,"R$ 4.155.040,00",,Contratação de Pessoa Jurídica,12M,CG-051,ANTES DO COMITÊ,,,,,,,,EIXO ESTRATÉGICO 2 ,Desenvolvimento (Manutenção / Aperfeiçoamento ou Sustentação),,,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,,,,
,DCTD2,,00002.001998/2024-25,SEAD,PROVEDOR DE ÚLTIMA MILHA,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Comunicação de dados,Contratação Direta (Dispensa),"R$ 3.518.550,00",NÃO SE APLICA,NÃO SE APLICA,ACIMA 600 MIL,ANTES COMITÊ,APROVADO,"R$ 3.518.550,00",,"R$ 3.753.120,00",31/05/2024,Contratação de Pessoa Jurídica,12M,CG-141,ANTES DO COMITÊ,,,,,,,,EIXO TRANSVERSAL 3 ,,Comunicação de Dados,,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,,,,
,DCTD1,,00002.002588/2024-00,SEAD,MANUTENÇÃO DE BACKBONE,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Comunicação de dados,Contratação Direta (Dispensa),"R$ 3.510.000,00",NÃO SE APLICA,NÃO SE APLICA,ACIMA 600 MIL,ANTES COMITÊ,CANCELADO,,,"R$ 3.510.000,00",,Contratação de Pessoa Jurídica,12M,CG-141,ANTES DO COMITÊ,,,,,,,,EIXO TRANSVERSAL 3 ,,Comunicação de Dados,,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,,,,
,DCTD3,,00002.001997/2024-81,SEAD,SERVIDOR COM LINK antiDDoS,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Comunicação de dados,Contratação Direta (Dispensa),"R$ 630.000,00",NÃO SE APLICA,NÃO SE APLICA,ACIMA 600 MIL,ANTES COMITÊ,APROVADO,"R$ 630.000,00",,"R$ 630.000,00",22/08/2024,Contratação de Pessoa Jurídica,12M,CG-141,ANTES DO COMITÊ,,,,,,,,EIXO TRANSVERSAL 3 ,,Comunicação de Dados,,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,,,,
,DCTD9,,00095.008191/2023-41,SEJUS,AQUISIÇÃO DE FERRAMENTA DE TECNOLOGIA CELLEBRITE UFED,SISTEMA,Sistema Existente/ Assinatura,Contratação Direta (Inexigibilidade),"R$ 200.000,00",NÃO SE APLICA,NÃO SE APLICA,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,"R$ 200.000,00",,"R$ 185.308,82",26/07/2024,Contratação de Pessoa Jurídica,12M,CG-171,ANTES DO COMITÊ,,,,,,,,EIXO ESTRATÉGICO 2,Assinatura,,,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,,,,
,DCTD7,,00323.000635/2024-40,SAF,MANUTENÇÃO DE PLATAFORMA E APLICATIVOS PARA A COMERCIALIZAÇÃO DE PEQUENOS PRODUTORES (QUITANDA VIRTUAL),SISTEMA,Sistema Existente / Contratação de Pessoa Jurídica,Contratação Direta (Dispensa),"R$ 47.000,00",NÃO SE APLICA,NÃO SE APLICA,ABAIXO DE 600 MIL,NÃO SE APLICA,APROVADO,"R$ 47.000,00",,"R$ 47.000,00",14/08/2024,Contratação de Pessoa Jurídica,12M,CG-130,ANTES DO COMITÊ,,,,,,,,EIXO ESTRATÉGICO 1 ,Desenvolvimento (Manutenção / Aperfeiçoamento ou Sustentação),,,NÃO SE APLICA,NÃO SE APLICA ,NÃO SE APLICA ,,,,
PROCESSO NÃO DISTRIBUIDO - DEVE SER DISCUTIDO INTERNAMENTE O SEGUIMENTO ,DCT125,18/08/2025,00071.002731/2025-12,INTERPI,Aquisição da plataforma WhatsApp Business API,SISTEMA,Sistema Existente/ Assinatura,Contratação Direta (Inexigibilidade),"R$ 1.200,00",NÃO SE APLICA,NÃO INICIADO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,#N/A,,Contratação de Pessoa Jurídica,60M,CG-081,DEPOIS DO COMITÊ,,,,,,,,,,,,,,,,,,
PGE SOLICITOU PAUSA NO PROCESSO,DCT50,19/12/2024,00003.004497/2024-91,PGE ,Contratação de Assinaturas de GPTs para a Procuradoria-Geral do Estado do Piauí,SISTEMA,Novo Sistema / Assinatura,Pregão Eletrônico,"R$ 0,00",MÁRCIO (SIA),CONCLUÍDO,ABAIXO DE 600 MIL,NÃO SE APLICA,AINDA NÃO SUBMETIDO,,,,,Contratação de Pessoa Jurídica,12M,CG-081,DEPOIS DO COMITÊ,,,,,,,,"Objetivo Estratégico de ""Avançar em Políticas de Transformação Digital""",Assinatura,,Outros serviços técnicos especializados;,,,,,,A DEFINIR,
PROCESSO DEVOLVIDO POR FALTA DE INFORMAÇÃO,DCT66,6/11/2024,00028.044773/2024-75,PM-PI,Solicitação de Análise e Providências para Implantação de Sistema de Cabeamento Estruturado no Regimento de Policiamento Montado,INFRAESTRUTURA E EQUIPAMENTOS DE TIC,Comunicação de dados,Sem informação no processo,,NÃO SE APLICA,NÃO SE APLICA,?,NÃO SE APLICA,CANCELADO,,,,,Contratação de Pessoa Jurídica,12M,CG-171,DEPOIS DO COMITÊ,,Não constam informações suficientes no processo,,,,,,,,,,,,,,,,
